document_ID,question_ID,question,prediction_ID,prediction_sentence
6,110,What part of the cotton plant is used for paper manufacture?,[131],Linters are traditionally used in the manufacture of paper and as a raw material in the manufacture of cellulose.
6,111,What do cotton linters look like?,[132],"In the UK, linters are referred to as ""cotton wool""."
6,112,What are cotton linters called in the UK?,[132],"In the UK, linters are referred to as ""cotton wool""."
6,113,What is cotton wool called in the US?,[132],"In the UK, linters are referred to as ""cotton wool""."
6,114,What individual first used cotton wool medically?,[134],"The first medical use of cotton wool was by Sampson Gamgee at the Queen's Hospital (later the General Hospital) in Birmingham, England."
6,115,"What is a fine, tightly twisted type of cotton fabric?",[135],"Cotton lisle is a finely-spun, tightly twisted type of cotton that is noted for being strong and durable."
6,116,What is lisle considered to be as a fabric?,[135],"Cotton lisle is a finely-spun, tightly twisted type of cotton that is noted for being strong and durable."
6,117,What does extra twisting of lisle thread produce?,[136],Lisle is composed of two strands that have each been twisted an extra twist per inch than ordinary yarns and combined to create a single thread.
6,118,Where was the lisle thread originally made?,[140],"This type of thread was first made in the city of Lisle, France (now Lille), hence its name."
6,119,How is color perceived to be for lisle in comparison to softer yarns? ,[139],Colors applied to this yarn are noted for being more brilliant than colors applied to softer yarn.
6,120,In 2009 what were the largest producers of cotton?,[141],"The largest producers of cotton, currently (2009), are China and India, with annual production of about 34 million bales and 33.4 million bales, respectively; most of this production is consumed by their respective textile industries."
6,121,How do the US and Africa rank as exporters of cotton?,[150],Cargill also purchases cotton in Africa for export.
6,122,What is the combined international trade in cotton?,[143],The total international trade is estimated to be $12 billion.
6,123,What company is the top cotton broker in Africa?,[152],The future of these subsidies is uncertain and has led to anticipatory expansion of cotton brokers' operations in Africa.
6,124,Where is Dunavant Enterprises based?,[147],"Dunavant Enterprises, based in Memphis, Tennessee, is the leading cotton broker in Africa, with hundreds of purchasing agents."
6,125,How many subsidized cotton growers are in the US?,[151],"The 25,000 cotton growers in the United States of America are heavily subsidized at the rate of $2 billion per year although China now provides the highest overall level of cotton sector support."
6,126,What is the rate of subsidies of cotton growers in the US?,[151],"The 25,000 cotton growers in the United States of America are heavily subsidized at the rate of $2 billion per year although China now provides the highest overall level of cotton sector support."
6,127,What country provides the highest rate of support for cotton growers?,[151],"The 25,000 cotton growers in the United States of America are heavily subsidized at the rate of $2 billion per year although China now provides the highest overall level of cotton sector support."
6,128,Which former colonies still have tight monopolies on cotton brokering?,[154],"This is only possible in former British colonies and Mozambique; former French colonies continue to maintain tight monopolies, inherited from their former colonialist masters, on cotton purchases at low fixed prices."
6,129,Where in Africa is it possible to buy out brokerages in cotton?,[153],Dunavant expanded in Africa by buying out local operations.
6,130,What was Brazil's argument against the US cotton industry?,[155],"While Brazil was fighting the US through the WTO's Dispute Settlement Mechanism against a heavily subsidized cotton industry, a group of four least-developed African countries – Benin, Burkina Faso, Chad, and Mali – also known as ""Cotton-4"" have been the leading protagonist for the reduction of US cotton subsidies through negotiations."
6,131,"What are the African countries of Benin, Burkina Faso, Chad, and Mali referred to as in the cotton industry?",[155],"While Brazil was fighting the US through the WTO's Dispute Settlement Mechanism against a heavily subsidized cotton industry, a group of four least-developed African countries – Benin, Burkina Faso, Chad, and Mali – also known as ""Cotton-4"" have been the leading protagonist for the reduction of US cotton subsidies through negotiations."
6,132,What has the Cotton-4 been in regards to the US cotton subsidies?,[155],"While Brazil was fighting the US through the WTO's Dispute Settlement Mechanism against a heavily subsidized cotton industry, a group of four least-developed African countries – Benin, Burkina Faso, Chad, and Mali – also known as ""Cotton-4"" have been the leading protagonist for the reduction of US cotton subsidies through negotiations."
6,133,What could the US do that would please the foreign cotton industry concerning cotton subsidies?,[157],"In addition to concerns over subsidies, the cotton industries of some countries are criticized for employing child labor and damaging workers' health by exposure to pesticides used in production."
